Id,timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_51,rul
asset001,13/07/2018 22:00,2.510648,43.57639,49.26215,44.22742844,636.9213,80.16789,14.53993,16.21094,15.53096,15.08247,45.74107,54.88539,37.8429,14.19374,421.3828,463.5609,457.6448,2.494766,666.3005,398.768,878.9638,532.1476,1088.18,626.8559,749.1799,948.1071,525.8237,917.9912,556.9109,620.8333,994.2708,961.3397,529.0079,370.441,528.2594,846.5818,27.50435,52.34375,35.15625,55.20833,32.55208,30.98958206,35.41666,37.32639,38.77315,48.90046,38.19444,230.3241,54.1088,180.5556,280
asset001,13/07/2018 23:00,2.505729,43.48958,49.34896,44.44444275,634.838,80.24616,14.5761,16.03009,15.81308,15.05353,49.32917,54.09476,36.69593,15.66047,420.6699,466.0047,466.2628,2.585819,666.7821,400.4236,879.939,533.0342,1091.162,630.0651,752.885,955.4106,548.8298,872.0916,551.7028,662.5,920.3124,931.4885,527.1223,333.5663,473.882,845.4479,15.89656,54.42708,34.89583,74.47916,33.85416,31.51042,41.66666,35.87963,46.58565,47.4537,41.08796,185.4745,61.9213,236.1111,279
asset001,14/07/2018 0:00,2.493924,43.66319275,49.52256775,44.57464981,648.7268,84.83823,14.6412,16.2037,15.84925,15.11863,42.72214,53.29396,38.07137,19.2632,419.712,464.2425,474.5443,2.661831,664.4435,398.8488,877.4492,533.3574,1089.244,625.6028,748.4982,947.4479,479.3476,900.5396,564.1681,675.463,1011.458,961.191,540.2183,367.6268,517.9023,839.7791,37.81178,44.01041,38.80208,67.70833,29.94791603,31.77083206,39.58333,37.61574,34.72222137,38.77315,37.90509415,175.3472,52.63447952,184.3171,278
asset001,14/07/2018 1:00,2.507697,44.05382,49.78299,44.921875,638.3102,84.64463,14.35909,16.23987,15.81308,15.16204,46.25571,56.27635,37.00013,12.79074,421.2066,462.847,460.51,2.528872,666.2109,400.8584,880.2085,532.2216,1091.737,625.4888,747.6946,949.277,505.7303,897.9532,557.7736,677.7778,1010.937,976.6464,524.5654,370.5212,542.7137,870.3415,45.01854,42.1875,33.59375,79.16666,28.90625,31.51042,44.53125,41.95602,37.32639,48.03241,38.19444275,276.9097,54.97685,184.0278,277
asset001,14/07/2018 2:00,2.512616,44.53125,49.91319,45.18229,647.6852,81.7844,14.35909,16.2037,15.33565,15.16204,45.89704,55.60157,39.29248,13.14596,420.8439,465.3829,466.4212,2.587953,667.5696,401.1309,880.7064,535.6405,1093.789,630.3948,754.9741,953.7683,519.9913,848.343,564.5462,668.5185,982.2916,944.7184,532.2606,339.1469,497.5728,836.8315,32.01934,44.01041,37.5,113.5417,30.46875,32.29166412,54.42708,41.95602,35.01157,46.58565,37.32639,194.1551,53.81944,173.3218,276
asset001,14/07/2018 3:00,2.512616,44.96527,49.78299,45.3125,629.0509,84.46237,14.26505,16.30498,15.76968,15.38628,51.23265,55.10403,39.06376,14.148,421.2635,464.4151,461.2707,2.51385,665.7214,399.778,887.1954,533.5806,1091.444,628.704,750.8478,949.9308,520.5106,915.7241,564.8361,704.1666,992.7083,943.7239,510.7299,352.1922,516.5986,870.1045,32.25123,39.32291,32.29166,129.4271,30.46875,32.8125,61.45833,42.53472,36.45833,49.76852,37.90509,189.8148,54.6875,182.2917,275
asset001,14/07/2018 4:00,2.50081,45.3559,49.86979,45.57291412,641.7823,81.4637,13.92506,16.42072,15.41522,15.27054,45.54453,53.77098,37.64645,13.13288,419.8371,464.0547,469.5976,2.602621,667.7353,400.3113,876.3066,533.5263,1090.542,626.5707,745.3188,948.1007,513.2231,905.2438,542.1616,682.4074,1048.958,935.9424,524.8318,373.0606,532.0112,870.6948,24.90911,49.21875,37.76041,72.91666,31.51042,35.67708206,39.58333,36.45833,36.16898,39.6412,40.50926,247.6852,52.37268448,185.1852,274
asset001,14/07/2018 5:00,2.497859,45.61632,49.86978912,45.74652481,643.75,79.36609,13.92506,16.39178,15.56713,15.35012,46.41365,53.06017,34.77111,13.39815,420.9274,463.2632,463.7567,2.534417,665.978,399.5721,878.4387,533.257,1093.658,626.8885,747.8357,949.8284,525.8361,967.7229,572.0094,664.3519,1008.854,943.8914,526.8,360.4977,523.9708,863.3417,8.057626,53.90625,35.67708,48.17708,32.8125,32.8125,35.41666,37.61574,39.0625,43.98148,38.77315,237.2685,57.58102,191.5509,273
asset001,14/07/2018 6:00,2.508681,45.87674,49.91319,45.78992844,633.3334,77.01392,13.78038,16.52199,15.53096,15.35012,44.84985,53.8451,36.21711,11.32166,420.6143,461.4021,470.0774,2.627937,665.6177,399.6628,878.5837,532.8712,1092.915,628.3382,749.834,950.647,528.4459,910.9598,559.1348,685.6481,1013.021,957.8015,489.0999,348.5711,508.2391,845.9839,34.6369,48.4375,38.80208,94.27083,31.51042,32.55208,44.53125,34.72222,35.30092621,39.07183395,38.77315,203.125,57.00232,204.2824,272
asset001,14/07/2018 7:00,2.512616,46.00694,50.0868,45.83333206,628.3564,73.72304,14.35909,16.42795,15.69734,15.30671,45.79439,54.01461,34.10489,11.42951,420.4707,464.4868,470.3777,2.613972,667.2105,401.6109,883.9113,535.8442,1094.59,628.9272,758.7188,954.8553,531.7095,926.7067,548.2511,695.3704,992.1874,938.9471,484.3284,358.3952,529.6507,863.8452,40.15512,46.61458,31.77083,55.72916,37.76041,33.07291,37.76041,41.66667,35.01157,43.11343,46.00694275,231.7708,59.02778,231.7708,271
asset001,14/07/2018 8:00,2.507697,46.22396,50.2170105,46.00694,638.6574,75.66779,14.25781,16.39178,15.76968,15.38628,47.16129,52.82671,36.8022,11.06685,420.1331,464.4502,461.7592,2.530657,664.7155,398.8154,881.5032,532.9252,1090.465,624.7341,746.1935,948.8812,524.3357,908.0219,546.1049,674.537,942.1874,955.9545,504.2648,365.8384,581.4241,878.0388,34.72051,49.21875,36.45833,76.04166,32.3000647,33.59375,43.22916,35.30093,35.87963104,39.35185242,40.21991,141.4931,49.76852,173.3218,270
asset001,14/07/2018 9:00,2.499826,46.22396,50.43402481,46.3107605,640.3936,73.70368,14.43142,16.34115,15.76968,15.43692,47.00361,57.45675,37.48698,10.64483,418.5675,462.7148,458.039,2.484385,665.9103,398.8716,883.4507,531.9513,1092.097,625.1619,746.8449,948.9519,524.6165,931.5464,565.1317,676.3889,1077.604,970.7505,514.0472,349.3429,520.7054,869.1924,47.05793,53.38541,30.20833,97.65625,33.59375,32.8125,47.13541,37.61574,35.87963104,41.66667,46.875,232.6389,56.13426,178.2407,269
asset001,14/07/2018 10:00,2.503762,46.26736,50.78125,46.83159637,638.5416,75.89724,14.60503,16.39178,15.37182,15.30671,42.65075,52.1798,34.30167,19.68745,420.9862,464.526,461.513,2.530721,667.439,399.5922,884.4984,534.4573,1089.002,627.1573,749.4803,952.0233,531.7977,920.8802,589.2941,681.0185,1124.479,978.3723,542.3994,367.1962,512.2416,860.6927,52.81695,52.08333,34.11458,68.75,34.11458,32.8125,40.36458,39.0625,36.16897964,42.24537,39.6412,187.2106,51.21528,175.3472,268
asset001,14/07/2018 11:00,2.510648,46.39757,51.04166,47.13541412,626.8518,76.27163,14.67737,16.42072,15.69734,15.35012,45.80866,52.67871,32.78117,19.98274,421.149,463.1716,463.2321,2.543514,665.7734,399.5922,876.1185,535.2666,1091.524,625.5249,753.2264,948.4954,509.1773,955.9207,571.7108,678.2407,977.6041,958.5309,521.4211,348.5744,504.3621,841.2961,68.17986,49.21875,32.8125,67.96875,33.59375,34.375,43.22916,39.6412,37.90509,43.69213,43.11343,256.3658,51.79398,195.0231,267
asset001,14/07/2018 12:00,2.512616,46.52777,51.30208,47.09201,640.625,77.26378,14.74971,16.34115,15.37182,15.22714,53.04992,52.08057,36.08468,18.04093,420.1724,463.713,472.4412,2.644785,666.8837,400.3665,883.226,535.6994,1090.792,629.654,749.7849,949.4048,509.0366,1022.062,581.2704,699.537,979.6874,980.8474,517.1248,349.8177,508.6767,853.6718,55.97696,52.60416,33.85416,73.4375,35.67708,35.67708,45.3125,39.6412,37.61574173,41.08796,47.4537,228.588,51.79398,193.5764,266
asset001,14/07/2018 13:00,2.503762,46.74479,51.6493,47.17881775,638.4259,76.23985,14.5761,16.13136,15.56713,15.67564,47.19461,48.15698,35.99094,20.53151,419.4652,462.7383,462.4015,2.536719,666.4645,399.507,877.0278,532.0633,1087.385,626.8339,750.0259,952.5526,503.4631,1022.268,540.7891,696.7593,979.1666,974.6638,511.6101,374.3876,540.1915,866.4757,34.82285,60.41666,38.28125,71.61458,39.32291,37.76041412,44.01041,51.79398,39.0625,40.21990585,47.74306,158.8542,53.53009,195.6019,265
asset001,14/07/2018 14:00,2.493924,47.04861,51.82291,47.56944275,631.1343,76.88013,14.53993,16.1603,15.41522,15.5599,48.64708,49.10278,34.11028,19.62558,419.435,463.9064,466.7134,2.587761,666.8401,400.3145,879.4712,534.1266,1092.823,628.3177,746.9051,946.1016,527.8578,993.9763,572.8127,695.3704,1050.521,973.5194,533.5846,372.8518,544.9288,863.2542,80.97242,53.90625,44.01041,69.27083,36.97916,38.02083,44.27083,40.21991,43.69213,49.76852,45.13889,133.6806,51.79397964,188.0787,264
asset001,14/07/2018 15:00,2.507697,47.13541,52.17014,47.52604,636.8055,70.7138,14.53993,16.16753,15.95052,15.50926,48.43523,55.49525,33.81231,19.26664,421.0104,461.1257,461.7792,2.528674,669.8799,399.1499,877.2956,534.7969,1091.47,627.1513,750.1964,949.1873,522.9332,1002.714,577.0792,680.0926,1004.687,939.7083,508.1021,358.4132,518.5514,858.4269,55.14855,67.96875,47.91666,56.25,42.1875,38.28125,40.10416,39.35185242,39.6412,48.32176,46.57631363,167.5347,52.66204,188.0787,263
asset001,14/07/2018 16:00,2.512616,47.0920105,52.38715,46.91839981,636.1111,81.64569,14.46759,16.1603,15.84925,15.51649,50.86422,51.4072,31.35878,14.71746,418.9839,463.9767,469.4366,2.632529,667.8481,399.9411,881.5403,535.4192,1089.342,627.4981,747.3919,947.6042,547.9592,953.906,564.7934,675.9259,969.7916,927.7389,493.4973,371.9512,562.2253,866.5556,24.59543,52.08333,45.57291,75.52083,37.5,37.76041,45.3125,44.56018,43.11343,54.6875,53.24074,119.7917,51.79397964,206.0185,262
asset001,14/07/2018 17:00,2.510648,47.35243,52.60416,46.52777481,639.4676,78.65929,14.64844,16.13136,15.49479,15.63223,47.0415,48.7719,33.95257,16.2585,420.0032,460.9373,464.62,2.565227,665.5516,399.1688,881.9113,531.4771,1089.851,629.0488,746.8613,947.9079,490.4669,996.3398,547.5949,668.5185,1105.208,968.0984,520.9339,349.8798,496.8463,845.4412,33.87901,45.3125,42.96875,61.71875,35.67708206,38.02083206,43.48958,42.53472,40.50926,43.11343,43.11343,196.4699,50.92593,182.581,261
asset001,14/07/2018 18:00,2.499826,47.48264,52.69097,46.26736069,644.213,84.01954,14.5761,16.23987,15.81308,15.5599,44.6163,49.49195,29.90812,15.10967,420.4112,464.8197,465.3094,2.578607,662.6446,398.4037,880.2177,531.738,1088.393,626.9526,748.703,951.1694,534.5446,960.0748,557.8209,683.3333,1119.792,958.6438,525.4363,333.1959,487.2455,837.801,33.64627,57.03125,40.88541,53.64583,39.32291,36.71875,39.58333,39.35185,38.77314758,46.2963,41.66666794,154.8032,49.47917,179.9769,260
asset001,14/07/2018 19:00,2.497859,47.04861,52.95139,46.7013855,625.8102,83.9641,14.60503,16.16753,15.40075,15.51649,47.63257,50.89844,32.32837,13.28939,420.3569,462.8018,438.7219,2.290456,665.5521,399.3519,878.2141,531.5893,1090.549,625.7165,745.2799,946.5673,535.689,989.983,565.0179,710.6481,1020.833,947.5192,526.49,357.4033,522.8626,850.2111,51.45781,45.83333,41.40625,66.40625,34.11458206,36.97916412,42.1875,38.19444275,37.90509415,41.66667,41.95602,201.6782,54.1088,179.9769,259
asset001,14/07/2018 20:00,2.508681,46.70139,52.90799,46.96180344,636.3426,82.72987,14.60503,16.24711,15.61777,15.47309,45.74261,49.73502,32.69032,17.29099,420.4518,465.0091,465.6515,2.557536,665.1862,399.836,886.616,532.1578,1089.797,627.8626,748.2224,948.2639,561.7042,973.0418,576.5123,620.3704,1054.688,962.1134,523.9469,338.3115,518.1647,845.1499,68.01037,53.64583,40.88541,84.375,36.45833206,34.89583,44.27083,37.90509,39.6412,42.24537,41.0879631,208.912,51.79398,192.7083,258
asset001,14/07/2018 21:00,2.514583,46.74478912,52.38715,46.875,636.2268,89.46488,14.60503,16.16753,15.73351,15.6684,44.61489,47.38753,30.09017,14.42402,420.3351,463.8165,461.2321,2.559306,665.5453,400.3631,880.2041,531.5938,1092.172,627.6419,746.874,947.8469,515.5797,1001.925,536.9001,675.9259,985.4166,959.0484,535.3741,357.6826,532.72,856.0134,78.48701,50.78125,39.32291,60.15625,33.59375,35.67708206,40.10416,37.32638931,37.32639,42.53472,37.32638931,152.1991,47.74306,174.7685,257
asset001,14/07/2018 22:00,2.507697,46.875,51.73611,46.44097137,635.3009,84.68336,14.5761,16.24711,15.41522,15.58883,47.02755,52.1831,31.26177,16.84673,420.5458,462.4671,468.6932,2.617303,666.1202,399.9593,877.148,535.5124,1089.81,625.2159,745.7981,947.3174,512.3112,966.5222,574.6628,676.3889,1114.063,956.6376,518.3705,349.9259,522.575,855.8221,63.20611,53.38541,33.59375,66.92708,34.375,34.375,41.66666,37.32638931,38.19444,39.35185,39.35185,203.9931,54.1088,201.6782,256
asset001,14/07/2018 23:00,2.493924,46.74478912,51.6493,46.3107605,636.2268,79.2803,14.53993,16.16753,15.69734,15.58883,48.40149,48.58033,29.36108,14.76321,419.1609,461.4315,467.8571,2.574692,665.6884,398.9439,882.6302,533.8359,1088.24,628.0497,753.6533,951.7742,535.3061,991.4321,555.3798,704.1666,1009.896,954.0308,524.9251,354.0451,519.5328,856.9423,18.28776,51.30208,40.625,70.3125,35.67708,35.41666,41.66666,39.0625,39.35185,49.47917,40.50925827,222.5116,46.2963,184.8958,255
asset001,15/07/2018 0:00,2.50081,46.70139,51.90972,46.26736069,638.1945,82.03672,14.03356,16.13136,15.61777,15.70457,54.82337,51.04556,33.69812,18.0352,421.0758,464.3572,463.1306,2.569672,666.2249,401.5688,880.7332,534.1426,1092.118,630.6508,749.9144,948.4868,515.5762,942.5571,570.2107,693.0555,1001.042,913.0533,503.6731,342.0617,505.0597,835.4006,65.07767,43.48958,37.5,62.5,33.07291,35.41666412,44.53125,36.16897964,40.50925827,42.24537,41.08796,217.3032,48.9004631,197.9167,254
asset001,15/07/2018 1:00,2.510648,46.39757,51.73611,46.3107605,628.2407,86.31532,13.73698,16.21094,15.49479,15.55266,49.199,46.98291,35.85915,14.3645,420.9262,461.6727,463.5772,2.546493,664.5253,398.9631,877.347,531.3967,1088.467,625.3043,744.2949,941.9519,509.076,954.8945,553.5691,689.3519,1033.333,960.0962,518.2285,320.4514,472.3906,838.3074,59.8998,60.15625,35.67708,61.71875,36.45833,34.11458206,37.76041,40.50926,36.16897964,42.24536896,43.98148,172.7431,46.29629517,166.3773,253
asset001,15/07/2018 2:00,2.510648,45.78993,51.21527,46.52777481,635.6481,80.22295,13.89612,16.21094,15.69734,15.47309,48.15044,47.60524,31.86838,17.10704,421.3507,461.2868,463.3376,2.566298,663.0887,399.3654,883.8052,532.0891,1092.413,625.8029,746.0733,947.7083,514.0248,949.1411,554.0361,692.5926,1085.938,945.1151,537.559,321.7997,473.9599,845.9122,47.2129,43.48958,37.76041,59.63541,31.77083,33.07291,38.02083,34.72222,34.72222,37.90509415,39.35185,183.4491,44.84954,149.5949,252
asset001,15/07/2018 3:00,2.50081,45.65972,51.30208206,46.52777481,633.6805,73.8058,13.79485,16.16753,15.73351,15.59606,54.74817,49.54856,34.84443,14.2424,420.1397,463.6807,465.8633,2.585379,665.2645,399.4565,883.4047,535.0793,1089.727,628.2207,752.6405,951.0191,522.6677,978.2582,550.5813,669.9074,982.8124,909.5916,502.4084,358.2095,542.2881,885.9097,59.66724,48.17708,37.76041,66.92708,37.5,35.67708206,43.48958,48.32176,35.87963104,45.42824,61.05324,168.1134,50.34722,188.3681,251
asset001,15/07/2018 4:00,2.499826,45.57291412,51.17187,46.39756775,637.5,73.05776,13.86719,16.2037,15.49479,15.5599,52.50075,51.99365,37.73353,15.28368,420.8339,463.4032,461.0109,2.52317,666.5944,399.3321,877.8128,534.678,1092.622,630.163,753.6897,950.437,521.6168,962.8622,570.3286,643.5185,1000.521,958.4416,539.089,363.4116,531.1559,859.3556,36.16534,46.61458,42.1875,60.9375,30.46875,34.11458,38.28125,35.01157,36.45833206,42.53472,39.35185,201.3889,53.53009,196.7593,250
asset001,15/07/2018 5:00,2.508681,45.57291,50.99826,46.09375,640.625,74.88586,13.84549,16.21094,15.77691,15.59606,44.99254,47.04536,34.23659,19.45354,420.0537,463.898,458.8004,2.493285,663.1723,399.3249,878.8815,531.795,1090.78,630.0256,747.0738,947.6755,522.0236,979.3033,548.0133,687.963,1096.875,964.2781,515.3443,359.8217,522.6075,866.6398,30.29851,44.53125,39.32291,49.73958,32.29166,33.85416412,35.67708,35.01157,35.01157,41.08796,37.90509,212.6736,46.2963,157.6968,249
asset001,15/07/2018 6:00,2.510648,45.78993,50.60764,45.96354,637.769,76.38612,13.77315,16.1603,15.41522,15.63947,43.97698,48.62919,32.27156,13.29936,420.5037,463.2527,459.5666,2.494668,665.17,399.8217,884.4075,532.6802,1093.451,631.8883,749.2455,951.1542,516.1663,980.6826,576.9702,683.3333,1002.604,941.2277,522.3026,363.3486,515.1342,846.9072,17.27427,43.22916,41.40625,54.42708,31.51041603,35.41666,37.76041,36.45833,36.74768,38.77315,38.77315,194.4444,48.03240585,223.3796,248
asset001,15/07/2018 7:00,2.507697,45.96353912,50.78125,45.78992844,627.5463,69.61494,13.614,16.2037,15.82031,15.63223,53.10038,48.87306,32.03571,12.61802,421.3783,463.1364,476.3287,2.703951,665.5459,401.1696,878.9322,537.332,1093.326,630.1137,753.2399,955.4791,443.0879,947.6808,501.6274,602.3148,984.8958,854.449,513.9584,343.0011,490.7844,823.8409,29.29553,53.125,35.15625,52.08333,43.48958,35.41666,39.0625,41.66667,52.37268,62.78935,49.18982,168.4028,47.4537,250.2894,247
asset001,15/07/2018 8:00,2.50081,45.96354,50.95486,45.57291412,643.75,70.1377,14.02633,16.23987,15.65393,15.63947,48.56765,47.41103,34.56794,13.48888,418.88,462.7729,471.7388,2.647894,664.4988,400.1345,880.2971,533.2883,1090.81,627.5054,750.7187,945.3318,495.9734,887.2225,556.7125,654.6296,865.6249,959.937,507.6359,354.5895,524.172,866.8293,28.52053,46.875,34.375,46.875,35.15625,34.375,36.71875,36.74768448,36.45833206,43.98148,43.11343,171.875,49.18981552,247.3958,246
asset001,15/07/2018 9:00,2.50081,45.74652,50.60764,45.78992844,645.7176,68.24341,14.56887,16.23987,15.95052,15.58883,52.05815,45.1572,37.11966,21.91387,420.6845,463.9534,461.5392,2.51796,665.6958,398.527,876.5457,532.3109,1092.52,626.847,749.7655,950.274,530.0226,964.603,549.8943,673.1481,1025.521,980.5671,504.7754,358.7173,529.6674,871.4466,34.74864,47.39583,38.02083,80.98958,35.67708,36.71875,45.3125,38.19444,38.19444,44.8495369,48.32176,131.3657,49.18982,246.2384,245
asset001,15/07/2018 10:00,2.510648,45.52951,50.73785,45.96353912,638.5416,73.17225,14.50376,16.1603,15.49479,15.59606,46.21012,44.47256,31.51491,17.31581,418.9594,457.8977,441.68,2.305211,658.5258,395.9005,867.6932,526.4398,1080.686,615.451,735.0813,939.0258,508.32,979.2291,543.433,670.8333,1082.813,967.6136,518.8849,383.3657,564.4462,860.3867,53.65945,46.875,39.58333,92.96875,33.59375,33.85416,45.57291,35.87963104,36.74768,45.13889,40.50926,233.2176,49.47917,189.8148,244
asset001,15/07/2018 11:00,2.512616,45.3125,51.08507,45.57291412,628.3564,78.92119,14.60503,16.16753,15.69734,15.63223,42.52183,43.74881,31.72024,16.89586,421.297,463.1206,461.7245,2.544107,667.4248,399.8089,881.1135,535.7914,1093.615,627.8534,753.6158,952.6684,532.4208,914.9988,569.0298,676.8519,1006.25,977.3625,498.3035,366.1619,529.4084,862.3132,62.75388,48.4375,42.1875,71.35416,33.85416,36.71875,44.27083,40.21991,38.19444275,44.56018,41.0879631,196.4699,50.34722137,175.3472,243
asset001,15/07/2018 12:00,2.503762,45.57291,51.38889,44.70486069,642.2454,79.87726,14.64844,16.21094,15.61777,15.55266,47.88378,43.14555,30.85727,17.27014,418.2838,465.8512,478.4939,2.733559,665.848,399.8391,882.3255,534.1977,1091.653,628.3661,748.4419,949.588,507.3945,948.4263,558.9733,689.8148,961.9791,977.0128,527.9489,359.0077,502.5978,842.3397,60.70792,49.21875,38.80208,145.8333,34.89583,37.76041,69.53125,39.35185242,41.95602,59.60648,42.53472,171.0069,53.24074,179.6875,242
asset001,15/07/2018 13:00,2.494907,45.96354,51.5191,44.44444275,639.4676,77.70115,14.50376,16.2037,15.73351,15.55266,48.21109,48.9435,31.73878,17.37638,421.42,463.0244,468.7757,2.61488,666.7485,399.7524,879.5942,534.436,1090.685,627.2004,697.6099,800.4656,530.8138,978.0978,554.7927,690.7407,1010.937,958.2631,527.5256,352.7029,506.7805,830.2415,94.69386,45.3125,44.53125,95.3125,35.41666,38.02083206,51.04166,41.08796,40.21990585,53.53009,48.90046,227.1412,53.81944275,212.3843,241
asset001,15/07/2018 14:00,2.504745,46.31076,51.90972,44.921875,646.5278,79.8688,14.50376,16.12413,15.84925,15.66117,48.32902,52.71056,34.32589,18.2451,418.8852,464.2021,450.498,2.418167,666.1639,398.9556,881.3351,535.8876,1088.855,626.3658,700.4485,797.1821,505.8783,894.4162,531.4127,677.7778,1083.333,959.1986,521.1913,364.0023,534.7054,855.1163,75.2217,48.4375,40.10416,81.77083,36.97916,39.32291,48.17708,40.79861,40.50926,46.875,46.00694,177.9514,53.24074,191.5509,240
asset001,15/07/2018 15:00,2.510648,46.31076,51.95312119,45.1388855,628.0093,78.61847,14.46036,16.13136,15.73351,15.51649,50.57594,46.26843,33.24479,19.32944,419.7247,461.9194,460.5169,2.510073,665.6202,398.8466,877.9315,535.5557,1093.356,625.0143,701.6868,798.5103,538.1297,932.2445,585.96,660.1852,948.4374,962.3304,517.0316,353.118,516.1525,855.6653,82.2138,57.55208,37.5,58.33333,41.40625,38.02083,42.1875,43.98148,43.98148,53.81944,68.57639,198.7847,52.37268,214.4097,239
asset001,15/07/2018 16:00,2.508681,46.26736,52.12674,45.18228912,633.6805,78.99358,14.60503,16.21094,15.76968,15.55266,50.72383,49.56283,36.24206,20.24416,420.182,459.7782,458.9733,2.498193,668.2035,400.0181,886.1695,534.949,1086.692,628.639,697.5751,802.293,539.2414,911.0682,566.475,681.4814,985.4166,964.246,509.5938,363.0489,541.6989,854.0264,99.08498,58.59375,39.0625,75.26041,41.92708,39.0625,46.09375,49.18982,41.66667,73.49537,75.23148,214.4097,54.97685,218.75,238
asset001,15/07/2018 17:00,2.50081,46.18055,52.25694,44.87847137,634.2593,81.85623,14.60503,16.2037,15.69734,15.58883,48.83282,46.32705,30.21329,17.99212,420.0259,461.9898,464.1454,2.548373,665.6617,398.9036,879.1223,533.7466,1090.869,627.4022,701.1359,897.5015,516.2958,942.3885,547.2993,677.7778,1093.75,1084.716,582.2958,351.9543,521.358,846.4374,69.0181,53.90625,39.58333,52.34375,37.76041,37.5,40.1125647,41.66667,41.66667,62.21065,48.32176,172.4537,58.44907,260.9954,237
asset001,15/07/2018 18:00,2.495891,45.96354,52.30035,44.921875,631.3657,87.32542,14.71354,16.23987,15.53096,15.50926,46.90459,47.07643,33.61081,19.03419,420.9194,465.3672,462.2621,2.541746,664.8862,399.9516,878.7055,533.7636,1088.268,628.2524,700.2606,901.2184,513.1565,958.9644,586.5566,671.7593,1069.792,1106.142,599.491,328.6933,508.1965,846.8751,54.3816,51.82291,35.15625,80.72916,35.67708,35.67708,46.09375,48.03241,37.32638931,42.24537,51.79398,114.294,57.00232,230.6134,236
asset001,15/07/2018 19:00,2.510648,45.3993,51.90972,44.66145706,642.2454,80.11128,14.60503,16.06626,15.65393,15.63223,51.03995,46.93593,31.33669,18.2065,420.6119,465.6753,468.5409,2.609664,666.2903,400.157,880.6036,534.097,1092.057,625.0679,719.2963,951.5894,527.7942,870.1107,524.3524,665.2778,1142.708,1092.076,591.0644,348.9489,524.7745,855.1068,58.57461,52.34375,32.29166,67.44791,35.67708,33.07291,40.10416,42.53472,36.45833,47.4537,71.18056,152.1991,51.21528,220.4861,235
asset001,15/07/2018 20:00,2.514583,44.74826,51.6493,44.74826,642.0139,81.67108,14.67737,16.1603,15.61777,15.58883,50.0319,48.6463,35.37629,20.30082,421.836,463.783,462.2565,2.542863,667.1563,401.1314,881.1153,534.3502,1093.616,626.8964,721.3962,950.0796,523.8226,916.9456,554.082,682.8704,1068.75,1091.825,608.8028,338.9499,500.0852,858.4894,56.62619,50.52083,35.15625,90.36458,30.98958,32.29166,44.79166,36.45833,36.16898,44.84954,41.66666794,184.8958,48.32176,179.1088,234
asset001,15/07/2018 21:00,2.504745,44.53125,51.43228912,45.09548569,647.6852,75.17811,14.60503,16.1603,15.49479,15.58883,44.33656,48.83538,33.7154,19.36739,420.1976,462.4418,463.8315,2.567809,666.008,400.4014,883.0051,533.5754,1094.13,627.9581,722.3301,950.0078,535.5912,935.2563,557.5209,671.2963,1054.167,1106.26,612.5066,366.4991,523.0858,860.5918,35.4151,49.21875,34.11458,76.82291,30.98958,31.77083,41.40625,33.56481552,35.01157,41.95602,37.90509,205.7292,50.92593,182.8704,233
asset001,15/07/2018 22:00,2.499826,44.35764,51.30208,45.3125,642.5926,79.19175,14.53993,16.12413,15.81308,15.5599,46.3442,51.9393,32.35066,12.60536,420.9012,459.3577,453.0677,2.455935,664.8903,399.4233,883.4514,532.6697,1089.368,628.5336,719.7143,948.442,547.4382,922.9596,542.7297,652.3148,1050,1105.224,589.4076,350.3914,525.4366,871.1415,43.02784,53.64583,35.67708,71.875,33.59375,32.8125,40.88541,35.01157,40.21991,39.6412,39.6412,180.8449,47.4537,174.1898,232
asset001,15/07/2018 23:00,2.499826,44.22743,51.21527481,45.3125,638.5416,78.77842,14.60503,16.21094,15.61777,15.55266,44.35365,50.59998,31.32427,18.42259,418.8494,462.1678,460.7227,2.514184,665.9954,399.7409,878.6675,531.9738,1088.941,624.9808,719.3698,946.5951,531.7593,965.6733,590.4855,697.2222,1086.458,1131.4,620.1558,334.6516,484.8151,828.7327,33.63226,44.27083,30.98958,76.04166,29.94792,31.51042,41.66666,39.0625,35.30093,43.11343,37.61574,274.5949,49.47917,180.5556,231
asset001,16/07/2018 0:00,2.508681,44.27083,51.04166,45.39930344,636.0764,83.14505,14.64844,16.1603,15.81308,15.58883,46.10575,47.78384,34.64518,18.40016,420.5258,461.5214,473.9481,2.653146,666.1981,400.2045,879.8314,534.0861,1093.238,631.2176,719.523,948.8517,541.8622,888.7791,558.7753,666.2037,992.1874,1085.469,593.6163,315.5511,478.0083,836.6359,36.27452,44.01041,32.8125,83.59375,29.94792,31.25,42.70833,33.85416794,37.32639,48.90046,37.90509,152.1991,46.58564758,175.6366,230
